mol_id,fold,metal,cn,graph_sha256,source_member,source_payload_sha256,graph_representative_score_sha256,n_ligands,repeated_payload,repeated_payload_group_sizes,legal_ligand_group_sizes,donor_rank_orbit_sizes,candidate_count,challenge_eligible,missing_attachment_identity_group_count,above_exact_limit,grammar_roundtrip,exact_sha256,encode_seconds,exact_seconds,screen_seconds,screen_error
EHUPAB,0,Pt,4,d500f95f23dd06842b49cbe9efa3776b3dacf28baa57b545a33b255861c6a7b4,xyz/EHUPAB.xyz,4dd6669c27d9ee681b4b6d9f65c4ce868bfc9565822d8511bf5854bff6237cfd,005a3db3c81bbe786cf69b653e7040f24c7eda08b9f278296163c2c0f84529bd,3,True,[2],[2],[],2,True,0,False,True,e9ff1f916b39d5b41aba35d802f40f8f5811287b4b85b7ee141b41f4e37057bb,0.006268400000408292,0.0004831999831367284,0.006863499991595745,
PUXSUX,3,Pt,4,6323ede0f607699978786594a2e6d9c862f693652a9af987a0e64751aa465e9d,xyz/PUXSUX.xyz,c219cbfdc8ce696570e6dd74b8329b45cf9ae1e236139bfcfd03702b3bb968d0,0063ae0160382e6364ccba21208e1a00d4a19ca5b001e198c26632497c8d2581,3,True,[2],[2],[],2,True,0,False,True,b6a1ea866566cff70ec5754822c52c44d4a1ab736c68095f30db46b7a7c2b010,0.006099599995650351,0.0003263999824412167,0.006530399987241253,
NEPFEX,2,Ni,4,631de86601708cd321e487f9cb8c06e3b5fbfd9978d67588394e4e8354b9e0a5,xyz/NEPFEX.xyz,57c71f0564ff4bd2188e3dc5d63f6a30f2b9e80d01588b2a2a0384ccf8b70e07,0072fa74422941d3f20793589dd2b272d4365913bee53e0c697b2e7c5c1c0170,3,False,[],[],[],1,False,0,False,True,c60c87426397bc0537a5ccbefcd121c642dadd1896e3687708a1910369d5032a,0.005457499995827675,0.00025030001415871084,0.005827599990880117,
DUGCOZ,0,Pt,4,5fee145194f7ea8af7576a7a3ed4b79bd28a968094bddf852af170da6dc5574b,xyz/DUGCOZ.xyz,2134884c6c7cd4b50d537a9ae92a3b93a35e16d622a3cb3a637bbd7d810d15c0,007480245500a94aef0f8d54505d99c4a23a300f62432d25b776be5ebb8dc2dc,4,True,[3],[3],[],6,True,0,False,True,e27dc5cefe948caff0e92da45e7ab1857916bb68c0435101997facd21b85b0a4,0.003847900021355599,0.0010723999876063317,0.005016300012357533,
XOXXOX,0,Pt,4,359b48e44ec0d920a16c3bb677affc48ccb8576fef64d6d935fc1215a528e1c7,xyz/XOXXOX.xyz,6f66fa1a579ea8134fd6ee5eb84f42cc201b9d6679a9ccc62f02472a04f73d21,00884637a97e7f5ce78ae32d7016a2f416ac034f47d7db1478cc284458202ec1,4,True,"[2,2]","[2,2]",[],4,True,0,False,True,13258f7769b37d244b52d5e8fb82505041cdbaa2a91d9bcd8a081e6dce1b9b4c,0.00686719999066554,0.0007418999739456922,0.007713800005149096,
DEBNOP,1,Pt,4,7bc8e22556467a38feb6e5abdff1c193618fa37ba0ab08c718513b5ae79254f7,xyz/DEBNOP.xyz,ba173944f25baa2651e175f0283acd846ea01e04479e21726329b561c2d5a3c4,0097e9c982159ca7de3ff45b091cd87f017bf04eec2aa90dc9305bc9164dec4f,4,True,"[2,2]","[2,2]",[],4,True,0,False,True,d58903f0eede3e1bfe198939ec1969d798762a2b893530ed522e32a8d354608e,0.0035050000005867332,0.0007502000080421567,0.004352199990535155,
XOGMIP,4,Pd,4,5d1b7c3a8cd3cba515d38891243097b2bb04b04fd52f4ad9c07a8eebf1e54017,xyz/XOGMIP.xyz,507d1dbb66d473c9b0008453fe3341f3a597cf03574b644ede94f6587a0d7203,00a1cd5a3b9416081b39bdd48860618e747ed1e4504b2ea298ddaa6012595c89,4,True,[2],[2],[],2,True,0,False,True,9837db851ab9cc90d794e50d5bd3721aea1197f8a251b2df348d953b366eec83,0.002080999984173104,0.0004529000143520534,0.0026113000058103353,
QODQIM,4,Pt,4,f2bf110967f3268de171cf438f5c1453876537e2c1ae1617d6540b48c09e6653,xyz/QODQIM.xyz,44da27174ff88d6c63b909f8bf07957e9e75215f0c3f1b8d45f407b20c69dd10,00a27ae9cd56011aee121b460c9cd3b2bd09506a4d6487c7647aded69b43e335,3,False,[],[],[],1,False,0,False,True,5217f479a854d7b8ae45b66eed3a5b61122328b19346ba28fd8e2daa7fc996b5,0.005618399998638779,0.00015799998072907329,0.0058760000101756305,
SUXBAO,0,Pd,4,38b897f8ae6b5abc6c05d41e38b4ed0d8eccf27175588d12301ad61609be34ee,xyz/SUXBAO.xyz,1bee4c898265947fbd6808baec50930fa75cf91f879c4d0aa775d4c03082d2d4,00a30e5aa8813e2cdd6dc8ab4d1fbbe9d03676a0f754f0fc2c3602000e6bb2a6,3,True,[2],[2],[2],4,True,0,False,True,27a1f322d04ba877e943295e975ef903b19150d1b323781fa342f4ce5de776af,0.005005100014386699,0.0007762000022921711,0.0058803000138141215,
REHWEG,2,Pt,4,736ccc852635b520f16c751e9df736e245aebb960afa80d41753f764ef0f4865,xyz/REHWEG.xyz,dbcdccdf4f7c5da2c7f732301d71f3a44272aa7ac2f8715647ed5fd1a15d49e1,00abbeb351679a99ded0568e50a55fbd3a3843299e69cdffddca4ba1f25ddacb,4,True,[2],[2],[],2,True,0,False,True,70df3193c8974d7ad3028996f8b4963c69513918be3a2f120048ef843f446011,0.0012518999865278602,0.0004605000140145421,0.0017748999816831201,
SATRUC,2,Ir,6,58627d1ecedb167f61d772d577c94e39622671ebac064bfe9dab194346c6b52d,xyz/SATRUC.xyz,7b48d462b5563a81edf3b2298a8086c9ba591209cbe41b333905be451ddd7ab8,00b3d5f69a31a5031f299024339007c063355233a891aaf09a16975d5c8758eb,3,True,[2],[2],[2],4,True,0,False,True,8f715a482a96918d85f30d4173ec93fdcc024301537d34041eb9273f3aad89b0,0.007460099994204938,0.0011728999961633235,0.008744699996896088,
EGEPEN,2,Zn,6,194405d0a2960807433874e213c13e64a28ac5f9f80029fd9ed4d0864330f293,xyz/EGEPEN.xyz,15d5ea7d32ccd869b7539f7b02e7855f96cb6e6f07e0824cb5f36ac220465d4b,00bda6be74b5700cb54b52cc8a3a2de9f54afc640d0595bf3383d79cb879d1e2,2,True,[2],[2],[],2,True,0,False,True,4182afc2a2371cce8dad5d92d84ce4df9c2dd48979ea6a23f5cba21926527135,0.006312600016826764,0.0006395000091288239,0.007042900018859655,
GAMMEO,1,Zn,5,3418661068f76576543e9494e1a29775a2a7d8ca94385e762f138c0bc0efef7d,xyz/GAMMEO.xyz,9ef9757fad5e4ef1e5c8a9de3d72f481633946f747150181aed62e8d776ddfe4,00c5f1dd8edc7ffa0d54b2e2ef1d7147ce5c0cb73456b63ad0d70f6bc505490c,5,True,[3],[3],[],6,True,0,False,True,aeb2cde9bd586570549f7886272bc0c8189bc4b0357012bf3ce67d2c1c2e2a23,0.003054599976167083,0.0012226999970152974,0.004365800006780773,
PIGYUB,4,Pd,4,5497b989a2f295b02565c03d291e32639fdb2bc99e5bf3696156d676b51f5cb4,xyz/PIGYUB.xyz,3301ff8c50b9eab0a8c2c257e55038128ea716a48d7bde2e816541958886b267,00cc061dc14ee091f0963851e11c8ba44bfb2f4d6872dde041c410a9f46dc023,4,True,"[2,2]","[2,2]",[],4,True,0,False,True,b5b3fd9860b97f443f7bc422d7ce09cfcc4f62bd081541db3d3820351a0eb1a8,0.005515400000149384,0.0007333999965339899,0.006346500013023615,
NEYDOM,0,Zn,4,1232af412b9e6ba3891d2a402e6061eaa1d6060de1c79aadc3027a9445db9290,xyz/NEYDOM.xyz,9f6043acf94257673bffd4df3e04038b6dc5d80a03554bc158db9adb0e98dc9d,00dcd67fa16a221d3e4be9598f90df15eee231764fde7e2844bb443a5eec0cf2,2,True,[2],[2],[],2,True,0,False,True,00d60712b110eb0819efefe511fd8b624aa5e7ff66e92fb38b32574d6dc5ab2a,0.0028669000021182,0.00032479999936185777,0.0032700000156182796,
UWULEF,4,Pt,4,6e51adf0a123b73e45f3343836b635c546a8c43f8527c1b8dbecf1f2c53031f0,xyz/UWULEF.xyz,55d9deaa734ea76f85666659fcc483c41633f79b4928819f481b55cdddaec89b,00e48f1c9b631174521aa8185f312b7b2d3db124b693a3b317977aeb0f558618,3,False,[],[],[],1,False,0,False,True,49e1dfc793dceb911a78fa9a5576f89e8f559134ceab6a1d5fc2e85e432283ee,0.003802699997322634,0.00015320000238716602,0.004042799992021173,
EGUZUE,3,Ag,4,41d8565aee96f203ae5ff75be04c9f9cfc27c53ddeb5e1060ba065a1d40d0575,xyz/EGUZUE.xyz,570e70a39493ab229a7b28ce36df6557659cbb84713e002b294cc20b5d44de31,00f34b72e637d950e80e6e8f7374ee58d86a1b56b17c5a6ecfcb12ee4b542c1c,3,True,[2],[2],[],2,True,0,False,True,9373dd454ef7129a1d7141352251e6a3f46242441822c3a3fcb146f8a7a2aa48,0.005797999998321757,0.00032049999572336674,0.006216700014192611,
YACLEV,1,Pt,4,9725adcd7e78cfc935f65b6122f280b948ab542274c782deb6bc63b4baa4109e,xyz/YACLEV.xyz,7b944bdd6c04c6a719716d34f70a3f6189412b2da7ff40445709db8fb598b1b5,0100906bcf9938ac634d418de512c77b7ca25f0508a00fc659d7f9516bf9bf37,2,False,[],[],[],1,False,0,False,True,9f38cfe3db483f2b87b3ac05a863758d0bd05293554d5d31159176d37d25a8d5,0.004110100009711459,0.00022410001838579774,0.004426800005603582,
OFEFUA,2,Pt,4,9823cde1e6aeb7db2e505fb5a175d1bf8ffc3771d8d0161f4ffcc6a2fbd057d9,xyz/OFEFUA.xyz,cf5147e0a9b23ccd034becea3982114728807b35b2dc287a499c9dfac65096ef,010dc3982c20a039a8a82c600428dc4b47a80f48ae6fa2c8a2f3deff14fb068e,4,True,"[2,2]","[2,2]",[],4,True,0,False,True,9f09ad5de13549495a901ffdae3997e41a5e62fe260725d85269d32bfb782cf3,0.015207899996312335,0.0015170999977272004,0.016936500003794208,
AMIPER,0,Pd,4,c7e65c3d151bf07b800c8693291ce77451ee9713b9e6e6ddcf91240f8cc6237a,xyz/AMIPER.xyz,2dbcce89f3c1b59aa27860b1ea584dd9d6309cd7e6f75b3af1b4c94e8c82e84a,010fe2591179c645228e31e72273d38b67161b55a25e159e45dda7dc2520c6c2,3,True,[2],[2],[2],4,True,0,False,True,17feec17c7aa0846f9119d3dbf8c9108f6d52d79baeef44771eb8ac49b9c0ecc,0.0019521000212989748,0.0011616999981924891,0.003194599994458258,
QANFOE,1,Pd,4,4632a92760de85651db6436fc7adcdb99ac7039d85a52ea481083a2ad8e5d285,xyz/QANFOE.xyz,1cfc2feddb1c307680a651dd4e14b3a052c94fcea8a769fd8a40299f9ffcf855,013a6aafbaa81cacda6c6f7a83b9072837b52277a04139785ee4decf59d5c0d2,2,False,[],[],[],1,False,0,False,True,d71b150c6707036b48fd8665a73732621ba55978f3779f2759a120e488bf87a4,0.0037309000035747886,0.00022969997371546924,0.004051800002343953,
GEVKAX,0,Zn,4,1cdf87958ad1bdae8742f7187b67097a21568c8f5c0dba805e37c671eb73e12f,xyz/GEVKAX.xyz,d0136499a4a884bc38ce107f075381dc8b72b74efa38ab7025083da0b5b2aff5,0141b75b4a8bdd917eea8e5e299fd510f4313bd39d812a5de99b1531d3d42fbd,2,True,[2],[2],[],2,True,0,False,True,da24ced04a613c5fe709dc55683223f155781ef9ba53e792645ab7d756a39724,0.014113899989752099,0.0007060999923851341,0.014934800012269989,
QAKTII,1,Ag,4,5db9d8cd60a6fca74b03806b467cb67043127cac47b436fd715208dc163dcacb,xyz/QAKTII.xyz,052edd135fd221154eecab85828a4202ea3861e5b1e8bb6b37ee8ae83d30f171,01424f9dbddf9e7877b76ac5821872128e5b0cf88201f0b114aca1479d548557,4,True,[3],[3],[],6,True,0,False,True,46f5c67e20a95a755194fec56b56cef76daeef46ae382f39113e016e7161c84c,0.013103600009344518,0.0014968999894335866,0.014775599993299693,
HOWVIZ,1,Pt,4,4fb21a309bc651656aafeac59d8619830ccf035d02760e05e4fc0e0df4fa2278,xyz/HOWVIZ.xyz,42f003bfc2a06a336d9f45f966d97307a37e8eb1c3c73d44689351d8ff98965e,01445cc46791d713b5155a0ddfe8f6b671848b1e9879e8e7add30cb83b0159e4,3,True,[2],[2],[],2,True,0,False,True,f712f694271275951a3aac6f9fd4db0ca0e29d010004ef68c4fe572794779d82,0.0024597000156063586,0.00046010001096874475,0.003040000010514632,
BINYOM,1,Pt,4,f2a8a35a693d7b25307e4ac62ec2a5bfb3c55aed7a29a9e575a7eda689601e7f,xyz/BINYOM.xyz,05e93fca890586dc97ebe9f9e7d35382172d1413a2b57b989815fe311f56a3b9,0145027ffb4e33c51f735e1bb05a1a5e625a7448f95a65e41b416c1c8f9d91e0,4,True,"[2,2]","[2,2]",[],4,True,0,False,True,52a6c71ab2eaa9b69b9b228b85752a69ac76159ebef3958c1ba6d6dff3b36471,0.006335800018860027,0.0007381000032182783,0.007181199995102361,
WEJPUZ,0,Ir,6,0e64b3444ec7100e6789c34456b9a22d24130c472c4c47b872291fe43c192c12,xyz/WEJPUZ.xyz,b5c6ec1c7262f31c03544772a9a8a542095e212cc61ed30b589619c1fbc4c5f6,017df852cb5f7c3618a92d7ff5b0c32ee95ef122564edddeeb4dde5c3e5949a5,3,True,[2],[2],[],2,True,0,False,True,766c1d0023882b59dc5166fde34c83f691805b6123d6e69e48ba0a0d090a5bd3,0.010970799979986623,0.0010094000026583672,0.012137799989432096,
SIPQIR,2,Pt,4,8f9e6804c95f11d3f1b403cac191939519177ab287baf23e4e571e1c00b52d5f,xyz/SIPQIR.xyz,3185f48015d3b81f05c175e5b800fe9013fb9a3db7d09a5c25d332deb012cfa0,018e935464f334ebcd47a720d85e6005f1044806d0a0595c1746e38be53036ba,4,True,[2],[2],[],2,True,0,False,True,828e4a48ac052f1460a4bcfc2eb99c72dde13811321f6867c695989785e2ba17,0.007530699978815392,0.0007166000141296536,0.008371699979761615,
VALFEV,1,Cu,6,ca7341c6c46a8b5b1e6bfd27d16bcd2f22d85178bb8a2d92ee9cef7c5c41950d,xyz/VALFEV.xyz,11584d1c23717445070e2110ef09264b9a3c73c3816c482a2e44ce5264cd890e,018f65bda53e12288a044aa1ceca8658ef85e1520a9ce43f7a0d002e09861ab9,4,True,[2],[2],[],2,True,0,False,True,51f2bf06811c4cdaf7d53243d1d4d98c9d8da89d8993e6b94215210324808985,0.010667900001863018,0.0013156000059098005,0.012145999993663281,
YAVCED,0,Pt,4,c019b3dab5833dda4a9ae66d8b539fb540e609a87c07b9a4326ed0003c4ef989,xyz/YAVCED.xyz,76e0d4f7ff1390814882e4f526714f5b39495101b31ab816815098ec3537d659,01948c2da1e1aae639418375b85277b42069ce0c7e27d3ba45d37f9c11aeba62,4,True,"[2,2]","[2,2]",[],4,True,0,False,True,984aa489dfec662b66ac2ceee10eeec24e840cf6f916f9b654cec1c69f29914c,0.004834099992876872,0.0008135999960359186,0.005786199995782226,
TIRLUC,2,Rh,6,f0ab1d53853a239d7684672d27d45142dfb1caf6bfdfe4a208ad73d5901aefd2,xyz/TIRLUC.xyz,7e2f77f10929fa0923958342b6336ef9c7fd90c8790db357f9052f2e9536491e,01977f5cc5a69935d359b2a7abb705eac5e822541a3e0299bb904e51d3b94aaa,3,True,[3],[3],[],6,True,0,False,True,3d89bce10236f28d2dce337520c1a7e25fbf2b0cac2503b0dcac79496a515d12,0.0052140000043436885,0.0016454999858979136,0.006976199976634234,
TAWFED,3,Fe,6,e4b7d4376566bf01178ee74cfcf97696d3afa5fbb045debae00290b9e0c78beb,xyz/TAWFED.xyz,cfb10887b28ed7ccec2bd0da67169cb513d0f38caadb33a0b35ee961b30b01ca,01a689e683e8802ae4b218d9b9a987ad6333d83106cb7e870952e9e8d2c17494,4,True,"[2,2]","[2,2]",[],4,True,0,False,True,3484c0200840862fd650e35a06cb2faa723288258302db84010fe69ebb26b565,0.010848700010683388,0.0014417000056710094,0.012476900010369718,
OJUWIA,4,Ni,4,3b6239c8c5a57e0efe5b35c82a588898774426112f1312327a0ef6c185cb4ca8,xyz/OJUWIA.xyz,6db878a4f8499ee7a8b3ffd34d3f199ee14110425f30f616ddc2fa2c7127b5c1,01baf45270d02c51a348935617df9512523cf28396c2a8ec631691a37891a9d5,4,True,[2],[2],[],2,True,0,False,True,2c98df6fdb1eb91a31c08c752dbdc52d0dbf4a64f8eca34530dd45470d2550f8,0.004673699993873015,0.0004973000031895936,0.005328900006134063,
YOKMES,1,Ni,4,f7eca3cd6951b40f2dad94e325be575a7f78b0c49569740bf7990144a7712050,xyz/YOKMES.xyz,9f6fb762b74d1954817776a2f49b178a909ac40ae0ac5931f10580c5286b2f33,01c345b90db7d3eb6b3579204a36d94e966cf8f396bac18cdbefce0c89c14059,2,True,[2],[2],[],2,True,0,False,True,086160e49b3d264c4b82b0002ba737c1b8a61ec2ca1b61be895fcbb1bee55ebd,0.00677690000156872,0.0007728000055067241,0.007708499993896112,
IWINIO,4,Pd,4,15d6a1773c1c7af688378c8b718dcf4fc31c565daa13f3b7339db5e93266f588,xyz/IWINIO.xyz,191d9e4169c066a7623a8f871a566649a67aa96cab3ba23587a0612d19d2c4e2,01c4b684f966773bca19c1f19eea6dea4bec22c5f45daf7ebe754af818df34cd,2,False,[],[],[],1,False,0,False,True,abe3c6b4bc37d5caa4b292f865935b43a452ef8edded5d167760e2173a1f2a0d,0.003711099998326972,0.00022310001077130437,0.0040484999772161245,
AFAMOL,0,Pd,4,c5a9d0cddbdd38807b4eb3e76cb565f38d99bbc4742edd69b33248a6459bb472,xyz/AFAMOL.xyz,6b28148c8972bacbfcb513923a22e35eb1bac8e1a6bcd909d1572bd3a88a7abf,01ca0c848738d6380cb5061f45a1f4f208d189943973548dc7662c5d22942f5a,4,True,[2],[2],[],2,True,0,False,True,5962d1feddbb8208b1f4c3db76b5a610e305e40383ff232845f410b0da70dfcd,0.003827600012300536,0.0006326999864540994,0.004568500007735565,
TUBXEV,4,Pt,4,3d743f5cf780572af82f9246d709bfc054ed12b97375b9af97242cc4d9b157d6,xyz/TUBXEV.xyz,77adbbc296b00e804f125e9ef752ab2df87e3cd1761d259b9aaf78c5164a51bd,01cab3aae5ffb3b3627810f8a3361bed951b04ea385c32f2a055090298eacfcb,3,False,[],[],[],1,False,0,False,True,ad66d14016201634f0b0ef4bddd9f77064b27313ca0e9e5cf8d6dfec57e8dc07,0.0034343999868724495,0.0001601999974809587,0.003684600000269711,
SEBKOA,4,Zn,4,e31ce2be738434bddaf0c123324e8d41b3c2f231c9d5142bbd907e2105553112,xyz/SEBKOA.xyz,d6d60c878811253c91c8b64af6d77c57a4940cdba0bb8aca14bab8096766a8b4,01d7668dc3621c8aa4e482a8222dff53b621c0e5a671d82b28ab478bb77c87bf,2,True,[2],[2],[],2,True,0,False,True,297a5808d5266ebce326812d0837b4eb82736293f2d1db4cdc27e5cbee686f19,0.004509100021095946,0.00032140000257641077,0.00493530000676401,
EHAFIC,1,Pt,6,9d2805de2341acfa26e632b24ea4b0acecdf2596f1c8e15767097a2a5e37eef2,xyz/EHAFIC.xyz,4528c1b03b8adc2dbcb8cd8a24f4240e6357e6d6d5723de1dd487fc0a7deffb6,01d8ec7e1071eaca0d694d6fd4603082721f69a5f2e554a090cd916184c36bc6,5,True,[4],[4],[],24,True,0,False,True,b1834840515beaca268f48bc6baba873dc606a694fcf06f378dd9984e1c5be77,0.0035616000241134316,0.008636099984869361,0.012313099985476583,
PIMTIQ,0,Pd,4,85948f3a63930ace9fdc267b9a1577998a3c37e6ee9dd9e8c49d6dc23e6e9393,xyz/PIMTIQ.xyz,ae2a5c76790475f85aa418bbb171a0147e0f800972049a97f464efd29f1beb8a,01f662848e62c725d868ea7c21871f86fc495061507d1987755783190913f198,3,True,[2],[2],[],2,True,0,False,True,ec9b3d2c624bc62ce870afc15704545a86174a781604dbfce43f500a59f5cf54,0.0014056999934837222,0.00044720000005327165,0.0019180999952368438,
PEKHUJ,2,Pd,4,9dc0d41038ffb8b1803e6c52a0672901218e77e1916c51ebef2a7abbafe25c40,xyz/PEKHUJ.xyz,ca5c92ee01cfa4b94f9c64869816023ecb87cefc9d2c80332f3ff9c0e94ebea1,01feac7fcce1c5101d5cd5e6f7f9842ea8787d90ab538180b14019b270ae6066,4,True,"[2,2]","[2,2]",[],4,True,0,False,True,3ccbc55f412235952188cab6846ccb37ca0b5e1f457da43b780bb4952cdaa0b1,0.005477900005644187,0.0013142999960109591,0.006918299972312525,
ZETDOT,3,Zn,4,0f8b7e71c9f87182c20f00f9bda70049512382b0cfbd357b4c1097dd1371d863,xyz/ZETDOT.xyz,f7da02e27ca6d2a9f68e8db3cb2ac2343ac99f481dcd43685dd6624d303d1356,02081d5a1125ec2da03f5012290be3b56dd94e0a1d4951550ed4adf1df9a3dd4,2,True,[2],[2],[],2,True,0,False,True,5398a9f6ce72f8feebb9299ad0cf4917023fc3b3a4929b3f418d5897ad83e7a6,0.0037782999861519784,0.0003504999913275242,0.004207399993902072,
BUFWUW,0,Rh,4,e8fd316deb8ddbf9896f7a990e7c6add9abe665d5c93827d181ee43ec1c18aa6,xyz/BUFWUW.xyz,5f6b93d6a5b671b83d1ffd40770497f6adecf8ba53c5daf7fb3fcbb3b1dd79f2,020d051e8209f731b05010f4f9d5ae457f89d52d25bba0b840b72de29430d7e9,4,False,[],[],[],1,False,0,False,True,a3feccdf00996dabeb7d713667d21ed151987a25a654f5e1560c9cd59ec2e10c,0.005476099991938099,0.00031170001602731645,0.005908199993427843,
HUMCOJ,1,Zn,4,e426cdc20f08e8a7e7e878d640b429a75fa8a464bf9d2e7bf162072e1f168295,xyz/HUMCOJ.xyz,5b2b0363fd89b137a3f690a4cf981b784b62fb62a4d006374b15dbd9d8cc6d21,020ec05d7395d6605c012c63a22f6802704bc95052e4ab92a8ed24bccfd4cda6,4,True,[3],[3],[],6,True,0,False,True,e839ddc4403e67affdf3478b3afa0fa1ee52e30f4f7318e0107308c981ae9b1e,0.0024951999948825687,0.0013899999903514981,0.003976300009526312,
